8, 500, 408, 430, 224, 399, 99
2, 10, 4, 4, 4, 5, 0
3, 10, 10, 10, 10, 10, 0
4, 10, 10, 10, 6, 10, 0
5, 10, 8, 7, 8, 8, 1
6, 10, 6, 6, 3, 7, 2
7, 10, 8, 7, 7, 9, 6
8, 10, 2, 4, 7, 8, 17
2, 50, 50, 50, 0, 50, 0
3, 50, 40, 40, 21, 42, 0
4, 50, 32, 35, 22, 26, 0
5, 50, 44, 44, 44, 44, 1
6, 50, 38, 42, 31, 47, 2
7, 50, 33, 36, 25, 36, 8
8, 50, 39, 38, 39, 39, 22
2, 100, 75, 75, 55, 70, 0
3, 100, 82, 100, 54, 100, 0
4, 100, 72, 77, 44, 69, 0
5, 100, 78, 93, 78, 91, 1
6, 100, 73, 96, 62, 87, 3
7, 100, 83, 86, 72, 65, 9
8, 100, 75, 77, 69, 71, 36
2, 500, 414, 414, 414, 349, 0
3, 500, 422, 422, 78, 387, 0
4, 500, 442, 442, 58, 426, 1
5, 500, 431, 443, 431, 415, 2
6, 500, 382, 417, 292, 395, 6
7, 500, 412, 463, 329, 451, 22
8, 500, 418, 500, 384, 500, 82
2, 10, 8, 10, 8, 10, 0
3, 10, 7, 7, 7, 8, 0
4, 10, 10, 10, 10, 10, 0
5, 10, 7, 10, 6, 9, 0
6, 10, 5, 5, 5, 8, 2
7, 10, 8, 9, 9, 7, 10
8, 10, 10, 7, 8, 7, 19
2, 50, 33, 34, 33, 30, 0
3, 50, 39, 46, 39, 42, 0
4, 50, 37, 40, 35, 35, 1
5, 50, 35, 41, 26, 41, 1
6, 50, 33, 35, 30, 39, 2
7, 50, 38, 36, 30, 39, 8
8, 50, 40, 41, 35, 42, 24
2, 100, 91, 91, 91, 88, 0
3, 100, 96, 96, 96, 95, 0
4, 100, 58, 63, 60, 58, 0
5, 100, 76, 82, 69, 79, 1
6, 100, 83, 81, 49, 71, 3
7, 100, 80, 90, 56, 84, 10
8, 100, 72, 85, 43, 80, 27
2, 500, 454, 454, 454, 438, 0
3, 500, 472, 472, 472, 465, 0
4, 500, 365, 375, 263, 330, 1
5, 500, 396, 426, 303, 400, 2
6, 500, 425, 472, 292, 459, 6
7, 500, 435, 445, 365, 431, 21
8, 500, 393, 406, 277, 380, 86
2, 10, 10, 10, 8, 10, 0
3, 10, 6, 6, 6, 10, 0
4, 10, 10, 10, 9, 10, 0
5, 10, 8, 10, 8, 7, 1
6, 10, 8, 8, 3, 7, 2
7, 10, 8, 8, 4, 8, 5
8, 10, 6, 8, 5, 9, 16
2, 50, 50, 50, 50, 50, 0
3, 50, 26, 47, 26, 41, 0
4, 50, 42, 50, 23, 50, 0
5, 50, 40, 35, 26, 31, 1
6, 50, 31, 35, 30, 34, 2
7, 50, 34, 40, 33, 42, 6
8, 50, 33, 37, 22, 36, 22
2, 100, 84, 91, 84, 87, 0
3, 100, 84, 100, 49, 100, 0
4, 100, 75, 83, 17, 78, 0
5, 100, 91, 93, 91, 90, 1
6, 100, 80, 86, 56, 75, 3
7, 100, 74, 78, 66, 84, 9
8, 100, 78, 81, 78, 86, 32
2, 500, 500, 500, 0, 500, 0
3, 500, 397, 430, 397, 393, 0
4, 500, 416, 444, 256, 428, 0
5, 500, 381, 409, 154, 381, 3
6, 500, 410, 431, 372, 400, 7
7, 500, 355, 406, 266, 374, 25
8, 500, 383, 429, 285, 413, 90
2, 10, 9, 8, 9, 4, 0
3, 10, 4, 9, 5, 6, 0
4, 10, 10, 10, 8, 5, 0
5, 10, 3, 3, 3, 7, 0
6, 10, 8, 6, 3, 8, 4
7, 10, 8, 8, 8, 8, 6
8, 10, 7, 7, 4, 9, 16
2, 50, 42, 42, 42, 41, 0
3, 50, 39, 45, 39, 43, 0
4, 50, 37, 41, 31, 36, 0
5, 50, 37, 38, 32, 37, 1
6, 50, 43, 44, 31, 41, 2
7, 50, 31, 36, 24, 35, 7
8, 50, 38, 37, 29, 35, 22
2, 100, 59, 76, 24, 65, 0
3, 100, 81, 81, 38, 77, 0
4, 100, 73, 77, 73, 79, 0
5, 100, 66, 69, 54, 72, 1
6, 100, 83, 86, 71, 87, 4
7, 100, 65, 78, 52, 68, 12
8, 100, 72, 79, 45, 80, 31
2, 500, 461, 461, 461, 450, 0
3, 500, 430, 430, 430, 415, 0
4, 500, 351, 371, 134, 340, 0
5, 500, 356, 397, 313, 371, 3
6, 500, 394, 451, 319, 429, 7
7, 500, 348, 380, 248, 341, 22
8, 500, 371, 407, 371, 374, 85
2, 10, 10, 10, 10, 10, 0
3, 10, 9, 9, 7, 9, 0
4, 10, 7, 7, 7, 7, 0
5, 10, 9, 9, 8, 8, 1
6, 10, 5, 5, 5, 9, 2
7, 10, 6, 6, 6, 8, 7
8, 10, 8, 9, 7, 10, 20
2, 50, 32, 50, 32, 50, 0
3, 50, 50, 50, 50, 50, 0
4, 50, 42, 40, 42, 37, 0
5, 50, 40, 44, 33, 37, 1
6, 50, 42, 48, 25, 46, 2
7, 50, 46, 48, 28, 45, 7
8, 50, 40, 42, 37, 40, 20
2, 100, 50, 63, 50, 46, 0
3, 100, 55, 66, 46, 56, 1
4, 100, 92, 92, 92, 84, 0
5, 100, 72, 76, 68, 68, 1
6, 100, 75, 75, 27, 68, 2
7, 100, 68, 79, 59, 71, 8
8, 100, 85, 80, 69, 81, 29
2, 500, 421, 464, 421, 457, 0
3, 500, 385, 440, 304, 413, 0
4, 500, 392, 429, 330, 402, 0
5, 500, 332, 380, 267, 365, 2
6, 500, 398, 398, 353, 367, 6
7, 500, 341, 371, 306, 312, 21
8, 500, 413, 465, 326, 452, 83
2, 10, 8, 8, 7, 7, 0
3, 10, 8, 8, 2, 9, 0
4, 10, 9, 9, 5, 7, 0
5, 10, 5, 4, 4, 6, 0
6, 10, 7, 8, 4, 6, 2
7, 10, 7, 7, 6, 8, 6
8, 10, 8, 8, 4, 8, 16
2, 50, 32, 42, 8, 39, 0
3, 50, 27, 45, 27, 44, 0
4, 50, 49, 50, 38, 47, 0
5, 50, 36, 38, 21, 31, 1
6, 50, 47, 46, 44, 46, 3
7, 50, 32, 40, 32, 34, 6
8, 50, 44, 45, 38, 42, 20
2, 100, 88, 88, 88, 96, 0
3, 100, 89, 89, 89, 83, 0
4, 100, 82, 85, 73, 82, 0
5, 100, 66, 75, 53, 62, 1
6, 100, 69, 88, 13, 78, 3
7, 100, 81, 80, 54, 80, 8
8, 100, 71, 85, 51, 80, 25
2, 500, 408, 458, 408, 436, 0
3, 500, 349, 448, 349, 430, 0
4, 500, 288, 318, 288, 284, 0
5, 500, 307, 360, 307, 343, 2
6, 500, 359, 390, 313, 359, 6
7, 500, 425, 461, 425, 454, 21
8, 500, 405, 440, 405, 414, 78
2, 10, 6, 6, 5, 4, 0
3, 10, 8, 8, 2, 8, 0
4, 10, 8, 10, 5, 10, 0
5, 10, 6, 7, 6, 9, 0
6, 10, 9, 9, 10, 9, 2
7, 10, 9, 9, 4, 9, 6
8, 10, 5, 3, 3, 8, 18
2, 50, 41, 46, 41, 45, 0
3, 50, 43, 43, 19, 40, 0
4, 50, 36, 44, 36, 41, 0
5, 50, 33, 41, 33, 32, 1
6, 50, 43, 44, 35, 44, 2
7, 50, 40, 39, 40, 34, 7
8, 50, 39, 38, 29, 33, 21
2, 100, 85, 85, 85, 91, 0
3, 100, 90, 93, 90, 92, 0
4, 100, 72, 72, 33, 68, 0
5, 100, 69, 88, 69, 86, 1
6, 100, 89, 85, 75, 88, 2
7, 100, 77, 77, 44, 68, 8
8, 100, 79, 83, 66, 74, 27
2, 500, 296, 296, 233, 267, 0
3, 500, 394, 394, 316, 336, 0
4, 500, 365, 382, 111, 345, 0
5, 500, 372, 399, 326, 381, 2
6, 500, 399, 435, 346, 399, 6
7, 500, 388, 438, 326, 418, 22
8, 500, 372, 419, 335, 405, 82
2, 10, 8, 8, 8, 3, 0
3, 10, 10, 10, 10, 9, 0
4, 10, 3, 4, 6, 7, 0
5, 10, 9, 9, 10, 10, 0
6, 10, 7, 8, 8, 7, 2
7, 10, 7, 7, 4, 8, 6
8, 10, 7, 7, 7, 7, 18
2, 50, 36, 36, 14, 34, 0
3, 50, 22, 31, 14, 25, 0
4, 50, 46, 44, 40, 45, 0
5, 50, 40, 47, 33, 46, 1
6, 50, 40, 40, 33, 34, 2
7, 50, 36, 38, 29, 35, 6
8, 50, 39, 40, 37, 41, 19
2, 100, 72, 72, 72, 72, 0
3, 100, 83, 100, 53, 100, 0
4, 100, 75, 82, 55, 84, 0
5, 100, 84, 96, 76, 93, 1
6, 100, 69, 91, 52, 78, 3
7, 100, 80, 81, 75, 83, 7
8, 100, 75, 82, 49, 76, 25
2, 500, 379, 500, 379, 500, 0
3, 500, 421, 421, 79, 398, 0
4, 500, 441, 441, 113, 420, 1
5, 500, 371, 425, 274, 405, 2
6, 500, 399, 404, 273, 381, 7
7, 500, 382, 442, 382, 423, 20
8, 500, 351, 403, 273, 364, 81
2, 10, 7, 6, 7, 5, 0
3, 10, 7, 6, 7, 8, 0
4, 10, 10, 10, 7, 10, 0
5, 10, 8, 8, 6, 9, 1
6, 10, 7, 9, 7, 9, 2
7, 10, 8, 8, 6, 8, 6
8, 10, 7, 8, 8, 10, 16
2, 50, 34, 34, 34, 26, 0
3, 50, 44, 44, 44, 47, 0
4, 50, 30, 41, 30, 42, 0
5, 50, 44, 44, 38, 44, 1
6, 50, 38, 41, 31, 38, 3
7, 50, 41, 45, 33, 41, 8
8, 50, 35, 31, 29, 29, 21
2, 100, 50, 79, 50, 69, 0
3, 100, 80, 100, 49, 100, 0
4, 100, 74, 85, 58, 74, 0
5, 100, 86, 84, 86, 85, 1
6, 100, 78, 77, 67, 68, 2
7, 100, 88, 88, 59, 82, 8
8, 100, 72, 82, 56, 73, 26
2, 500, 379, 379, 379, 333, 0
3, 500, 500, 500, 500, 500, 0
4, 500, 393, 415, 393, 374, 0
5, 500, 417, 442, 373, 436, 2
6, 500, 398, 437, 186, 408, 6
7, 500, 483, 483, 483, 474, 20
8, 500, 443, 461, 416, 441, 78
2, 10, 9, 9, 9, 9, 0
3, 10, 9, 9, 9, 10, 0
4, 10, 6, 5, 8, 7, 0
5, 10, 6, 7, 2, 7, 1
6, 10, 9, 9, 10, 10, 2
7, 10, 8, 8, 8, 9, 5
8, 10, 9, 6, 8, 6, 15
2, 50, 39, 50, 39, 50, 0
3, 50, 28, 45, 28, 43, 0
4, 50, 48, 50, 32, 50, 0
5, 50, 43, 43, 43, 39, 1
6, 50, 44, 44, 36, 41, 2
7, 50, 36, 42, 25, 43, 7
8, 50, 40, 41, 37, 42, 21
2, 100, 72, 72, 28, 74, 0
3, 100, 79, 79, 21, 75, 0
4, 100, 71, 73, 66, 73, 0
5, 100, 75, 77, 64, 69, 1
6, 100, 83, 88, 83, 83, 3
7, 100, 60, 78, 41, 69, 9
8, 100, 88, 96, 77, 94, 26
2, 500, 466, 466, 466, 445, 0
3, 500, 420, 424, 420, 404, 0
4, 500, 375, 388, 188, 346, 1
5, 500, 362, 414, 301, 380, 2
6, 500, 426, 426, 112, 389, 6
7, 500, 389, 441, 358, 409, 21
8, 500, 386, 433, 266, 407, 81
2, 10, 10, 10, 10, 10, 0
3, 10, 4, 8, 2, 8, 0
4, 10, 9, 9, 7, 8, 0
5, 10, 10, 10, 2, 8, 0
6, 10, 8, 8, 8, 7, 2
7, 10, 9, 8, 8, 8, 6
8, 10, 10, 8, 7, 10, 17
2, 50, 49, 49, 49, 49, 0
3, 50, 41, 41, 36, 31, 0
4, 50, 46, 47, 41, 47, 0
5, 50, 40, 41, 39, 40, 1
6, 50, 35, 38, 27, 35, 2
7, 50, 38, 43, 38, 36, 6
8, 50, 33, 42, 24, 36, 19
2, 100, 90, 90, 90, 91, 0
3, 100, 75, 75, 62, 69, 0
4, 100, 86, 86, 86, 77, 0
5, 100, 85, 83, 64, 78, 1
6, 100, 77, 82, 77, 86, 3
7, 100, 74, 73, 68, 75, 8
8, 100, 90, 90, 28, 86, 26
2, 500, 348, 500, 348, 500, 0
3, 500, 271, 310, 215, 287, 0
4, 500, 360, 385, 281, 332, 0
5, 500, 352, 439, 352, 419, 2
6, 500, 401, 418, 401, 388, 6
7, 500, 368, 403, 262, 377, 21
8, 500, 363, 378, 176, 316, 82
2, 10, 6, 10, 6, 6, 0
3, 10, 4, 5, 6, 5, 0
4, 10, 7, 6, 3, 7, 0
5, 10, 6, 7, 6, 4, 0
6, 10, 8, 9, 9, 9, 2
7, 10, 9, 7, 6, 8, 5
8, 10, 6, 4, 4, 5, 15
2, 50, 31, 31, 19, 31, 0
3, 50, 43, 50, 28, 50, 0
4, 50, 35, 33, 22, 31, 0
5, 50, 37, 42, 30, 37, 1
6, 50, 38, 41, 24, 42, 2
7, 50, 41, 43, 12, 37, 7
8, 50, 45, 46, 45, 50, 20
2, 100, 64, 69, 31, 58, 0
3, 100, 70, 88, 70, 83, 0
4, 100, 68, 73, 48, 61, 0
5, 100, 71, 76, 56, 68, 1
6, 100, 71, 77, 64, 66, 3
7, 100, 81, 93, 58, 83, 8
8, 100, 88, 74, 80, 70, 27
2, 500, 415, 454, 415, 443, 0
3, 500, 465, 465, 465, 459, 0
4, 500, 394, 429, 332, 391, 0
5, 500, 370, 399, 335, 362, 2
6, 500, 272, 336, 272, 286, 6
7, 500, 410, 430, 410, 403, 20
8, 500, 312, 386, 221, 342, 80
2, 10, 10, 6, 10, 8, 0
3, 10, 7, 10, 7, 10, 0
4, 10, 7, 9, 3, 9, 0
5, 10, 9, 9, 7, 10, 0
6, 10, 6, 7, 7, 8, 2
7, 10, 10, 10, 8, 10, 5
8, 10, 7, 7, 8, 8, 15
2, 50, 36, 39, 36, 33, 0
3, 50, 50, 50, 0, 50, 0
4, 50, 32, 32, 33, 26, 0
5, 50, 42, 42, 30, 39, 1
6, 50, 35, 42, 24, 35, 2
7, 50, 41, 46, 41, 47, 7
8, 50, 30, 40, 24, 36, 21
2, 100, 70, 70, 30, 65, 0
3, 100, 84, 84, 16, 78, 0
4, 100, 90, 90, 90, 89, 0
5, 100, 67, 71, 57, 57, 1
6, 100, 79, 87, 79, 80, 3
7, 100, 93, 95, 93, 90, 8
8, 100, 81, 83, 61, 75, 27
2, 500, 380, 380, 120, 341, 0
3, 500, 353, 444, 353, 428, 0
4, 500, 461, 483, 461, 474, 0
5, 500, 389, 414, 224, 388, 2
6, 500, 424, 450, 424, 435, 6
7, 500, 448, 476, 383, 468, 21
